"","ID","Gene","GB_ACC","GeneDes"
"218241_at","218241_at","GOLGA5","NM_005113","0005515 // protein binding // inferred from electronic annotation /// 0017137 // Rab GTPase binding // inferred from direct assay /// 0042803 // protein homodimerization activity // inferred from physical interaction"
"218244_at","218244_at","NOL8","NM_017948","0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003723 // RNA binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"218256_s_at","218256_s_at","NUP54","NM_017426","0005487 // nucleocytoplasmic transporter activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation"
"218265_at","218265_at","SECISBP2","NM_024077","0003723 // RNA binding // inferred from electronic annotation /// 0003730 // mRNA 3'-UTR binding // inferred from direct assay /// 0005515 // protein binding // inferred from electronic annotation /// 0035368 // selenocysteine insertion sequence binding // inferred from electronic annotation /// 0043021 // ribonucleoprotein complex binding // inferred from electronic annotation /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"218268_at","218268_at","TBC1D15","NM_022771","0005096 // GTPase activator activity // inferred from electronic annotation /// 0005097 // Rab GTPase activator activity // inferred from sequence or structural similarity /// 0005515 // protein binding // inferred from physical interaction"
"218348_s_at","218348_s_at","ZC3H7A","NM_014153","0044822 // poly(A) RNA binding // inferred from direct assay /// 0046872 // metal ion binding // inferred from electronic annotation"
"218428_s_at","218428_s_at","REV1","NM_016316","0000287 // magnesium ion binding // inferred from electronic annotation /// 0003677 // DNA binding // inferred from electronic annotation /// 0003684 // damaged DNA binding // inferred from electronic annotation /// 0003887 // DNA-directed DNA polymerase activity // traceable author statement /// 0005515 // protein binding // inferred from physical interaction /// 0016740 // transferase activity // inferred from electronic annotation /// 0016779 // nucleotidyltransferase activity // inferred from electronic annotation /// 0017125 // deoxycytidyl transferase activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation"
"218482_at","218482_at","ENY2","NM_020189","0003713 // transcription coactivator activity // inferred from direct assay /// 0030374 // ligand-dependent nuclear receptor transcription coactivator activity // inferred from direct assay"
"218514_at","218514_at","SMG8","NM_018149","0005515 // protein binding // inferred from physical interaction"
"218571_s_at","218571_s_at","CHMP4A /// TM9SF1","NM_014169","0005515 // protein binding // inferred from physical interaction /// 0008289 // lipid binding // inferred from electronic annotation /// 0042802 // identical protein binding // inferred from mutant phenotype /// 0042803 // protein homodimerization activity // inferred from physical interaction /// 0051117 // ATPase binding // inferred from physical interaction"
"218576_s_at","218576_s_at","DUSP12","NM_007240","0004721 // phosphoprotein phosphatase activity // inferred from electronic annotation /// 0004725 // protein tyrosine phosphatase activity // inferred from electronic annotation /// 0008138 // protein tyrosine/serine/threonine phosphatase activity // not recorded /// 0008270 // zinc ion binding // traceable author statement /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0016791 // phosphatase activity // inferred from electronic annotation /// 0019900 // kinase binding // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation"
"219022_at","219022_at","C12orf43","NM_022895",""
"219126_at","219126_at","PHF10","NM_018288","0005515 // protein binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation"
"219193_at","219193_at","WDR70","NM_018034","0005515 // protein binding // inferred from electronic annotation /// 0019899 // enzyme binding // inferred from physical interaction"
"219329_s_at","219329_s_at","ATRAID","NM_016085","0005515 // protein binding // inferred from physical interaction"
"219590_x_at","219590_x_at","DPH5","NM_015958","0004164 // diphthine synthase activity // non-traceable author statement /// 0008168 // methyltransferase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation"
"219598_s_at","219598_s_at","RWDD1","NM_016104","0005515 // protein binding // inferred from physical interaction"
"220237_at","220237_at","ATG3","NM_022488","0005515 // protein binding // inferred from physical interaction /// 0016874 // ligase activity // inferred from electronic annotation /// 0019776 // Atg8 ligase activity // not recorded /// 0019776 // Atg8 ligase activity // inferred from sequence or structural similarity /// 0019777 // Atg12 ligase activity // inferred from sequence or structural similarity /// 0019787 // small conjugating protein ligase activity // inferred from direct assay /// 0019899 // enzyme binding // inferred from physical interaction"
"220526_s_at","220526_s_at","MRPL20","NM_017971","0003735 // structural constituent of ribosome // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0019843 // rRNA binding // inferred from electronic annotation /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"220890_s_at","220890_s_at","APOLD1 /// DDX47","NM_016355","0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003677 // DNA binding // inferred from electronic annotation /// 0003723 // RNA binding // inferred from electronic annotation /// 0004004 // ATP-dependent RNA helicase activity // non-traceable author statement /// 0004386 // helicase activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005524 // ATP binding // inferred from electronic annotation /// 0008026 // ATP-dependent helicase activity // inferred from electronic annotation /// 0008289 // lipid binding // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"220960_x_at","220960_x_at","RPL22","NM_000983","0003723 // RNA binding // traceable author statement /// 0003735 // structural constituent of ribosome // non-traceable author statement /// 0005515 // protein binding // inferred from physical interaction /// 0008201 // heparin binding // inferred from electronic annotation /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"221471_at","221471_at","SERINC3","AW173623",""
"221474_at","221474_at","MYL12B","U26162","0005509 // calcium ion binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0046872 // metal ion binding // inferred from electronic annotation"
"221475_s_at","221475_s_at","RPL15","NM_002948","0003723 // RNA binding // traceable author statement /// 0003735 // structural constituent of ribosome // non-traceable author statement /// 0005515 // protein binding // inferred from physical interaction /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"221476_s_at","221476_s_at","RPL15","AF279903","0003723 // RNA binding // traceable author statement /// 0003735 // structural constituent of ribosome // non-traceable author statement /// 0005515 // protein binding // inferred from physical interaction /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"221478_at","221478_at","BNIP3L","AL132665","0005515 // protein binding // inferred from physical interaction /// 0005521 // lamin binding // inferred from direct assay /// 0005521 // lamin binding // inferred from physical interaction /// 0042802 // identical protein binding // inferred from physical interaction /// 0042803 // protein homodimerization activity // inferred from direct assay /// 0046982 // protein heterodimerization activity // inferred from direct assay"
"221481_x_at","221481_x_at","HNRNPD","D55672","0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003677 // DNA binding // inferred from electronic annotation /// 0003723 // RNA binding // inferred from direct assay /// 0003723 // RNA binding // non-traceable author statement /// 0005515 // protein binding // inferred from physical interaction /// 0042162 // telomeric DNA binding // inferred from direct assay /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"221607_x_at","221607_x_at","ACTB /// ACTG1","BC001920","0000166 // nucleotide binding // inferred from electronic annotation /// 0000978 // RNA polymerase II core promoter proximal region sequence-specific DNA binding // inferred from direct assay /// 0000980 // RNA polymerase II distal enhancer sequence-specific DNA binding // inferred from direct assay /// 0005200 // structural constituent of cytoskeleton // traceable author statement /// 0005200 // structural constituent of cytoskeleton // inferred by curator /// 0005515 // protein binding // inferred from physical interaction /// 0005524 // ATP binding // inferred from electronic annotation /// 0019894 // kinesin binding // inferred from physical interaction /// 0019901 // protein kinase binding // inferred from electronic annotation /// 0030957 // Tat protein binding // inferred from physical interaction /// 0031492 // nucleosomal DNA binding // inferred from direct assay /// 0042802 // identical protein binding // inferred from physical interaction /// 0050998 // nitric-oxide synthase binding // inferred from physical interaction"
"221654_s_at","221654_s_at","USP3","AF077040","0004221 // ubiquitin thiolesterase activity // inferred from mutant phenotype /// 0004843 // ubiquitin-specific protease activity // traceable author statement /// 0008233 // peptidase activity // inferred from electronic annotation /// 0008234 // cysteine-type peptidase activity // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0036459 // ubiquitinyl hydrolase activity // inferred from electronic annotation /// 0042393 // histone binding // inferred from physical interaction /// 0046872 // metal ion binding // inferred from electronic annotation"
"221699_s_at","221699_s_at","DDX50","AF334103","0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003677 // DNA binding // inferred from electronic annotation /// 0003723 // RNA binding // inferred from electronic annotation /// 0004386 // helicase activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0008026 // ATP-dependent helicase activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"221700_s_at","221700_s_at","UBA52","AF348700","0003735 // structural constituent of ribosome // inferred from electronic annotation /// 0003735 // structural constituent of ribosome // non-traceable author statement /// 0005515 // protein binding // inferred from physical interaction"
"221775_x_at","221775_x_at","RPL22","BG152979","0003723 // RNA binding // traceable author statement /// 0003735 // structural constituent of ribosome // non-traceable author statement /// 0005515 // protein binding // inferred from physical interaction /// 0008201 // heparin binding // inferred from electronic annotation /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"221786_at","221786_at","C6orf120","BF197222",""
"221804_s_at","221804_s_at","FAM45A /// FAM45B","BE565675",""
"221821_s_at","221821_s_at","KANSL2","AK022732","0043995 // histone acetyltransferase activity (H4-K5 specific) // inferred from direct assay /// 0043996 // histone acetyltransferase activity (H4-K8 specific) // inferred from direct assay /// 0046972 // histone acetyltransferase activity (H4-K16 specific) // inferred from direct assay"
"221891_x_at","221891_x_at","HSPA8 /// SNORD14C /// SNORD14D","AA704004","0000166 // nucleotide binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005524 // ATP binding // inferred from direct assay /// 0016887 // ATPase activity // inferred from direct assay /// 0019899 // enzyme binding // inferred from physical interaction /// 0023026 // MHC class II protein complex binding // inferred from direct assay /// 0031072 // heat shock protein binding // inferred from physical interaction /// 0042623 // ATPase activity, coupled // non-traceable author statement /// 0044822 // poly(A) RNA binding // inferred from direct assay /// 0051082 // unfolded protein binding // inferred from direct assay"
"221896_s_at","221896_s_at","HIGD1A","BE739519",""
"222203_s_at","222203_s_at","NT5C1B-RDH14 /// RDH14","AK023625","0000166 // nucleotide binding // inferred from electronic annotation /// 0000287 // magnesium ion binding // inferred from electronic annotation /// 0003824 // catalytic activity // inferred from electronic annotation /// 0008253 // 5'-nucleotidase activity // inferred from electronic annotation /// 0016491 // oxidoreductase activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0050662 // coenzyme binding // inferred from electronic annotation"
"222229_x_at","222229_x_at","RP13-258O15.1 /// RPL26P37 /// RPL26P37","AL121871",""
"222390_at","222390_at","WAC","AL135461","0000993 // RNA polymerase II core binding // inferred from direct assay /// 0003682 // chromatin binding // inferred from direct assay /// 0005515 // protein binding // inferred from physical interaction"
"222488_s_at","222488_s_at","DCTN4","BE218028","0047485 // protein N-terminus binding // inferred from physical interaction"
"222495_at","222495_at","TMEM167B","AV712912",""
"222552_at","222552_at","GOLT1B","AL136571","0004871 // signal transducer activity // inferred from mutant phenotype"
"222623_s_at","222623_s_at","ZNF639","BF001614","0003676 // nucleic acid binding // inferred from electronic annotation /// 0003677 // DNA binding // inferred from electronic annotation /// 0003700 // sequence-specific DNA binding transcription factor activity // inferred from direct assay /// 0005515 // protein binding // inferred from physical interaction /// 0043621 // protein self-association // inferred from physical interaction /// 0044212 // transcription regulatory region DNA binding // inferred from direct assay /// 0046872 // metal ion binding // inferred from electronic annotation"
"222627_at","222627_at","VPS54","AK002205","0005515 // protein binding // inferred from physical interaction"
"222730_s_at","222730_s_at","ZDHHC2","AI814257","0004872 // receptor activity // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0016409 // palmitoyltransferase activity // inferred from direct assay /// 0016740 // transferase activity // inferred from electronic annotation /// 0016746 // transferase activity, transferring acyl groups // inferred from electronic annotation /// 0019706 // protein-cysteine S-palmitoyltransferase activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation"
"222761_at","222761_at","BIVM","AI862694",""
"222789_at","222789_at","RSBN1","R45958","0005515 // protein binding // inferred from electronic annotation"
"222980_at","222980_at","RAB10","AL136650","0000166 // nucleotide binding // inferred from electronic annotation /// 0003924 // GTPase activity // not recorded /// 0005515 // protein binding // inferred from electronic annotation /// 0005525 // GTP binding // inferred from direct assay /// 0019003 // GDP binding // inferred from direct assay /// 0031489 // myosin V binding // inferred from physical interaction"
"222981_s_at","222981_s_at","RAB10","BC000896","0000166 // nucleotide binding // inferred from electronic annotation /// 0003924 // GTPase activity // not recorded /// 0005515 // protein binding // inferred from electronic annotation /// 0005525 // GTP binding // inferred from direct assay /// 0019003 // GDP binding // inferred from direct assay /// 0031489 // myosin V binding // inferred from physical interaction"
"222990_at","222990_at","UBQLN1","AW204104","0003684 // damaged DNA binding // inferred from electronic annotation /// 0005488 // binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0019900 // kinase binding // inferred from physical interaction /// 0019904 // protein domain specific binding // inferred from electronic annotation"
"223017_at","223017_at","TXNDC12","AF131758","0000166 // nucleotide binding // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0016491 // oxidoreductase activity // inferred from electronic annotation /// 0019153 // protein-disulfide reductase (glutathione) activity // inferred from electronic annotation"
"223034_s_at","223034_s_at","C1orf43","BC000152","0016491 // oxidoreductase activity // inferred from electronic annotation /// 0016616 // oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor // inferred from electronic annotation /// 0050662 // coenzyme binding // inferred from electronic annotation"
"223049_at","223049_at","GRB2","AF246238","0001784 // phosphotyrosine binding // inferred from electronic annotation /// 0005070 // SH3/SH2 adaptor activity // traceable author statement /// 0005154 // epidermal growth factor receptor binding // inferred from physical interaction /// 0005168 // neurotrophin TRKA receptor binding // inferred from physical interaction /// 0005515 // protein binding // inferred from physical interaction /// 0017124 // SH3 domain binding // inferred from direct assay /// 0019901 // protein kinase binding // inferred from physical interaction /// 0019903 // protein phosphatase binding // inferred from electronic annotation /// 0019904 // protein domain specific binding // inferred from electronic annotation /// 0042802 // identical protein binding // inferred from physical interaction /// 0043560 // insulin receptor substrate binding // inferred from physical interaction /// 0044822 // poly(A) RNA binding // inferred from direct assay /// 0046875 // ephrin receptor binding // inferred from physical interaction /// 0051219 // phosphoprotein binding // inferred from electronic annotation"
"223085_at","223085_at","RNF19A","AB029316","0005515 // protein binding // inferred from electronic annotation /// 0008134 // transcription factor binding // traceable author statement /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0016874 // ligase activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation"
"223105_s_at","223105_s_at","TMEM14B /// TMEM14C","BC002496",""
"223110_at","223110_at","KIAA1429","BC003701","0005488 // binding // inferred from electronic annotation /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"223151_at","223151_at","DCUN1D5","BC004169",""
"223180_s_at","223180_s_at","TIMM21","BC000892","0005515 // protein binding // inferred from physical interaction"
"223230_at","223230_at","PRPF38A","AL521713","0005515 // protein binding // inferred from physical interaction /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"223297_at","223297_at","AMMECR1L","BC004208",""
"223416_at","223416_at","SF3B6","AF184213","0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003723 // RNA binding // inferred from electronic annotation /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"223470_at","223470_at","PIGM","AB028127","0000030 // mannosyltransferase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation /// 0016757 // transferase activity, transferring glycosyl groups // inferred from electronic annotation /// 0016758 // transferase activity, transferring hexosyl groups // inferred from electronic annotation"
"223671_x_at","223671_x_at","DPH5","AF248965","0004164 // diphthine synthase activity // non-traceable author statement /// 0008168 // methyltransferase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation"
"223705_s_at","223705_s_at","GPBP1","BC000267","0003677 // DNA binding // inferred from electronic annotation /// 0003700 // sequence-specific DNA binding transcription factor activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation"
"223886_s_at","223886_s_at","RNF146","AL136829","0004842 // ubiquitin-protein transferase activity // inferred from direct assay /// 0005515 // protein binding // inferred from physical interaction /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0016874 // ligase activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation /// 0072572 // poly-ADP-D-ribose binding // inferred from direct assay"
"224196_x_at","224196_x_at","DPH5","AF161492","0004164 // diphthine synthase activity // non-traceable author statement /// 0008168 // methyltransferase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation"
"224372_at","224372_at","ND4","AF253979","0008137 // NADH dehydrogenase (ubiquinone) activity // non-traceable author statement /// 0008137 // NADH dehydrogenase (ubiquinone) activity // inferred from electronic annotation /// 0016491 // oxidoreductase activity // inferred from electronic annotation"
"224373_s_at","224373_s_at","ND4","AF253979","0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003723 // RNA binding // non-traceable author statement /// 0003723 // RNA binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0008137 // NADH dehydrogenase (ubiquinone) activity // non-traceable author statement /// 0008137 // NADH dehydrogenase (ubiquinone) activity // inferred from electronic annotation /// 0016491 // oxidoreductase activity // inferred from electronic annotation /// 0019904 // protein domain specific binding // inferred from physical interaction /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"224567_x_at","224567_x_at","MALAT1","BG534952","0000166 // nucleotide binding // inferred from electronic annotation /// 0000166 // nucleotide binding // traceable author statement /// 0005515 // protein binding // inferred from physical interaction /// 0005524 // ATP binding // inferred from electronic annotation /// 0005524 // ATP binding // traceable author statement /// 0016887 // ATPase activity // inferred from direct assay /// 0023026 // MHC class II protein complex binding // inferred from direct assay /// 0030235 // nitric-oxide synthase regulator activity // inferred from direct assay /// 0030911 // TPR domain binding // inferred from direct assay /// 0030911 // TPR domain binding // traceable author statement /// 0042802 // identical protein binding // inferred from physical interaction /// 0042803 // protein homodimerization activity // inferred from electronic annotation /// 0042803 // protein homodimerization activity // traceable author statement /// 0044822 // poly(A) RNA binding // inferred from direct assay /// 0051082 // unfolded protein binding // inferred from electronic annotation"
"224575_at","224575_at","BRK1","BE868361","0032403 // protein complex binding // inferred from direct assay /// 0048365 // Rac GTPase binding // inferred from direct assay"
"224585_x_at","224585_x_at","ACTB /// ACTG1","AA703939","0000166 // nucleotide binding // inferred from electronic annotation /// 0000978 // RNA polymerase II core promoter proximal region sequence-specific DNA binding // inferred from direct assay /// 0000980 // RNA polymerase II distal enhancer sequence-specific DNA binding // inferred from direct assay /// 0005200 // structural constituent of cytoskeleton // traceable author statement /// 0005200 // structural constituent of cytoskeleton // inferred by curator /// 0005515 // protein binding // inferred from physical interaction /// 0005524 // ATP binding // inferred from electronic annotation /// 0019894 // kinesin binding // inferred from physical interaction /// 0019901 // protein kinase binding // inferred from electronic annotation /// 0030957 // Tat protein binding // inferred from physical interaction /// 0031492 // nucleosomal DNA binding // inferred from direct assay /// 0042802 // identical protein binding // inferred from physical interaction /// 0050998 // nitric-oxide synthase binding // inferred from physical interaction"
"224594_x_at","224594_x_at","ACTB","AK025873","0000166 // nucleotide binding // inferred from electronic annotation /// 0000978 // RNA polymerase II core promoter proximal region sequence-specific DNA binding // inferred from direct assay /// 0000980 // RNA polymerase II distal enhancer sequence-specific DNA binding // inferred from direct assay /// 0005200 // structural constituent of cytoskeleton // traceable author statement /// 0005515 // protein binding // inferred from physical interaction /// 0005524 // ATP binding // inferred from electronic annotation /// 0019894 // kinesin binding // inferred from physical interaction /// 0019901 // protein kinase binding // inferred from electronic annotation /// 0030957 // Tat protein binding // inferred from physical interaction /// 0031492 // nucleosomal DNA binding // inferred from direct assay /// 0050998 // nitric-oxide synthase binding // inferred from physical interaction"
"224604_at","224604_at","C4orf3","AL571684",""
"224617_at","224617_at","PTBP3","AI735576","0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003723 // RNA binding // traceable author statement /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"224619_at","224619_at","CASC4","BE904551",""
"224621_at","224621_at","MAPK1","AA129773","0000166 // nucleotide binding // inferred from electronic annotation /// 0001784 // phosphotyrosine binding // inferred from electronic annotation /// 0003677 // DNA binding // inferred from electronic annotation /// 0004672 // protein kinase activity // inferred from electronic annotation /// 0004674 // protein serine/threonine kinase activity // inferred from direct assay /// 0004707 // MAP kinase activity // inferred from electronic annotation /// 0004713 // protein tyrosine kinase activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005524 // ATP binding // inferred from electronic annotation /// 0008134 // transcription factor binding // inferred from electronic annotation /// 0008353 // RNA polymerase II carboxy-terminal domain kinase activity // inferred from sequence or structural similarity /// 0016301 // kinase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation /// 0016772 // transferase activity, transferring phosphorus-containing groups // inferred from electronic annotation /// 0019902 // phosphatase binding // inferred from physical interaction /// 0031435 // mitogen-activated protein kinase kinase kinase binding // inferred from electronic annotation"
"224629_at","224629_at","LMAN1","BF217539","0005515 // protein binding // inferred from physical interaction /// 0005537 // mannose binding // traceable author statement /// 0046872 // metal ion binding // inferred from electronic annotation /// 0051082 // unfolded protein binding // traceable author statement"
"224691_at","224691_at","UHMK1","BE622897","0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003723 // RNA binding // inferred from electronic annotation /// 0004672 // protein kinase activity // inferred from electronic annotation /// 0004674 // protein serine/threonine kinase activity // inferred from direct assay /// 0004713 // protein tyrosine kinase activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005524 // ATP binding // inferred by curator /// 0016301 // kinase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred by curator /// 0016772 // transferase activity, transferring phosphorus-containing groups // inferred from electronic annotation /// 0019899 // enzyme binding // inferred from electronic annotation /// 0043021 // ribonucleoprotein complex binding // inferred from sequence or structural similarity"
"224702_at","224702_at","TMEM167A","BG501219",""
"224707_at","224707_at","CYSTM1","AL522667",""
"224721_at","224721_at","WDR75","AI917328","0005515 // protein binding // inferred from electronic annotation /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"224723_x_at","224723_x_at","LINC00998","AV700969",""
"224731_at","224731_at","HMGB1","BF673940","0003677 // DNA binding // inferred from electronic annotation /// 0003684 // damaged DNA binding // inferred from sequence or structural similarity /// 0003690 // double-stranded DNA binding // inferred from sequence or structural similarity /// 0003697 // single-stranded DNA binding // inferred from sequence or structural similarity /// 0003700 // sequence-specific DNA binding transcription factor activity // inferred from direct assay /// 0005125 // cytokine activity // inferred from sequence or structural similarity /// 0005515 // protein binding // inferred from physical interaction /// 0008134 // transcription factor binding // inferred from physical interaction /// 0008301 // DNA binding, bending // inferred from mutant phenotype /// 0008301 // DNA binding, bending // inferred from sequence or structural similarity /// 0042056 // chemoattractant activity // inferred from sequence or structural similarity /// 0044822 // poly(A) RNA binding // inferred from direct assay /// 0050786 // RAGE receptor binding // inferred from sequence or structural similarity /// 0070491 // repressing transcription factor binding // inferred from physical interaction"
"224761_at","224761_at","GNA13","AI928136","0000166 // nucleotide binding // inferred from electronic annotation /// 0001664 // G-protein coupled receptor binding // inferred from electronic annotation /// 0003924 // GTPase activity // not recorded /// 0004871 // signal transducer activity // not recorded /// 0005515 // protein binding // inferred from physical interaction /// 0005525 // GTP binding // inferred from electronic annotation /// 0019001 // guanyl nucleotide binding // inferred from electronic annotation /// 0031683 // G-protein beta/gamma-subunit complex binding // not recorded /// 0031702 // type 1 angiotensin receptor binding // not recorded /// 0031752 // D5 dopamine receptor binding // not recorded /// 0046872 // metal ion binding // inferred from electronic annotation"
"224779_s_at","224779_s_at","FAM96A","AI193090","0046872 // metal ion binding // inferred from electronic annotation"
"224782_at","224782_at","ZMAT2","AA205643","0003676 // nucleic acid binding // inferred from electronic annotation /// 0003677 // DNA binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation"
"224892_at","224892_at","BLOC1S6","BF680495","0005515 // protein binding // inferred from physical interaction /// 0019905 // syntaxin binding // traceable author statement /// 0042802 // identical protein binding // inferred from physical interaction /// 0042803 // protein homodimerization activity // inferred from direct assay /// 0042803 // protein homodimerization activity // inferred from physical interaction /// 0051015 // actin filament binding // inferred from direct assay"
"224922_at","224922_at","CSNK2A2","AI022089","0000166 // nucleotide binding // inferred from electronic annotation /// 0004672 // protein kinase activity // inferred from electronic annotation /// 0004674 // protein serine/threonine kinase activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005524 // ATP binding // inferred from electronic annotation /// 0016301 // kinase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation /// 0016772 // transferase activity, transferring phosphorus-containing groups // inferred from electronic annotation /// 0047485 // protein N-terminus binding // inferred from physical interaction"
"224985_at","224985_at","NRAS","BE964484","0000166 // nucleotide binding // inferred from electronic annotation /// 0003924 // GTPase activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation /// 0005525 // GTP binding // inferred from electronic annotation /// 0019002 // GMP binding // inferred from electronic annotation /// 0019003 // GDP binding // inferred from electronic annotation /// 0030275 // LRR domain binding // inferred from electronic annotation /// 0032403 // protein complex binding // inferred from direct assay"
"225022_at","225022_at","GOPC","AW271409","0005083 // small GTPase regulator activity // inferred from electronic annotation /// 0005109 // frizzled binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0008022 // protein C-terminus binding // inferred from electronic annotation /// 0042803 // protein homodimerization activity // inferred from electronic annotation /// 0044325 // ion channel binding // inferred from physical interaction"
"225068_at","225068_at","KLHL12","AK024412","0005515 // protein binding // inferred from physical interaction"
"225128_at","225128_at","KDELC2","AL548941","0005515 // protein binding // inferred from electronic annotation"
"225134_at","225134_at","SPRYD3","AF131774","0005515 // protein binding // inferred from electronic annotation /// 0016301 // kinase activity // inferred from electronic annotation"
"225190_x_at","225190_x_at","RPL35A","AW402660","0000049 // tRNA binding // inferred from electronic annotation /// 0003723 // RNA binding // inferred from electronic annotation /// 0003735 // structural constituent of ribosome // non-traceable author statement /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"225215_s_at","225215_s_at","MTRF1L","BF665339","0003747 // translation release factor activity // inferred from electronic annotation /// 0016149 // translation release factor activity, codon specific // inferred from electronic annotation"
"225236_at","225236_at","RBM18","AA167623","0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003723 // RNA binding // inferred from electronic annotation"
"225268_at","225268_at","KPNA4","AU144710","0005488 // binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0008565 // protein transporter activity // inferred from electronic annotation"
"225479_at","225479_at","LRRC58","AL524175","0005515 // protein binding // inferred from electronic annotation"
"225506_at","225506_at","KIAA1468","AA523958","0005488 // binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation"
"225528_at","225528_at","IPO8","AU149465","0005488 // binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0008536 // Ran GTPase binding // inferred from electronic annotation"
